瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10)
114,盔林,2018-11-21,4.6,9.3,9.0
114,盔林,2018-11-22,2.4,1.4,1.3
114,盔林,2018-11-23,0.5,2.9,0.6
114,盔林,2018-11-24,2.1,7.5,4.9
114,盔林,2018-11-25,4.6,3.4,1.9
114,盔林,2018-11-26,4.0,2.8,2.3
114,盔林,2018-11-27,4.2,7.6,2.8
114,盔林,2018-11-28,3.6,4.4,3.6
114,盔林,2018-11-29,3.0,2.9,2.3
114,盔林,2018-11-30,2.3,1.4,0.0
114,盔林,2018-12-01,3.0,4.9,2.1
114,盔林,2018-12-02,5.1,6.3,3.8
114,盔林,2018-12-03,8.9,7.8,6.3
114,盔林,2018-12-04,9.2,7.1,4.5
114,盔林,2018-12-05,2.0,7.3,3.9
114,盔林,2018-12-06,2.8,9.4,6.8
114,盔林,2018-12-07,-4.9,2.1,0.0
114,盔林,2018-12-08,-6.7,0.0,0.0
114,盔林,2018-12-09,-7.0,1.9,0.3
114,盔林,2018-12-10,-4.4,3.3,0.0
114,盔林,2018-12-11,-2.1,8.6,6.5
114,盔林,2018-12-12,-2.1,2.5,2.5
114,盔林,2018-12-13,-3.5,5.3,4.1
114,盔林,2018-12-14,-5.4,0.0,0.0
114,盔林,2018-12-15,-4.1,3.8,1.3
114,盔林,2018-12-16,-1.1,7.9,5.8
114,盔林,2018-12-17,1.3,2.4,0.5
114,盔林,2018-12-18,0.3,2.8,2.4
114,盔林,2018-12-19,2.6,4.6,0.5
114,盔林,2018-12-20,1.2,4.6,1.3
114,盔林,2018-12-21,3.1,8.1,4.0
114,盔林,2018-12-22,5.7,5.1,3.1
114,盔林,2018-12-23,4.4,3.0,1.9
114,盔林,2018-12-24,-2.1,0.0,0.0
114,盔林,2018-12-25,-1.6,7.1,5.5
114,盔林,2018-12-26,0.9,5.0,2.0
114,盔林,2018-12-27,-7.5,1.0,0.0
114,盔林,2018-12-28,-9.8,3.0,0.0
114,盔林,2018-12-29,-7.4,0.0,0.0
114,盔林,2018-12-30,-7.6,1.4,0.0
114,盔林,2018-12-31,-6.3,2.5,0.5
114,盔林,2019-01-01,-5.3,2.1,1.5
114,盔林,2019-01-02,-5.7,0.0,0.0
114,盔林,2019-01-03,-5.3,0.0,0.0
114,盔林,2019-01-04,-2.8,4.1,2.0
114,盔林,2019-01-05,-2.1,2.7,0.0
114,盔林,2019-01-06,-3.8,3.0,0.5
114,盔林,2019-01-07,-3.7,3.3,0.1
114,盔林,2019-01-08,-3.3,0.1,0.0
114,盔林,2019-01-09,-5.6,5.4,1.0
114,盔林,2019-01-10,-1.8,5.0,2.9
114,盔林,2019-01-11,0.3,4.6,2.8
114,盔林,2019-01-12,2.3,5.9,3.1
114,盔林,2019-01-13,0.1,0.0,0.0
114,盔林,2019-01-14,-0.9,4.6,0.0
114,盔林,2019-01-15,-0.6,5.0,0.4
114,盔林,2019-01-16,-4.9,3.8,2.1
114,盔林,2019-01-17,-0.6,3.9,2.3
114,盔林,2019-01-18,-1.4,2.4,0.0
114,盔林,2019-01-19,1.3,6.6,0.9
114,盔林,2019-01-20,0.1,2.5,0.1
114,盔林,2019-01-21,-1.6,3.3,3.0
114,盔林,2019-01-22,0.3,1.9,0.3
114,盔林,2019-01-23,1.2,1.3,0.0
114,盔林,2019-01-24,-1.1,2.0,0.0
114,盔林,2019-01-25,-1.8,3.5,0.0
114,盔林,2019-01-26,-3.5,0.0,0.0
114,盔林,2019-01-27,-1.9,4.5,1.9
114,盔林,2019-01-28,1.7,1.5,1.1
114,盔林,2019-01-29,-1.2,3.0,0.5
114,盔林,2019-01-30,1.2,7.8,0.4
114,盔林,2019-01-31,0.1,6.8,1.6
114,盔林,2019-02-01,-2.1,2.1,1.0
114,盔林,2019-02-02,-0.1,5.8,4.0
114,盔林,2019-02-03,3.2,9.8,7.9
114,盔林,2019-02-04,1.4,2.3,0.0
114,盔林,2019-02-05,1.2,3.5,0.0
114,盔林,2019-02-06,3.8,7.4,5.8
114,盔林,2019-02-07,1.8,5.1,3.5
114,盔林,2019-02-08,-3.6,7.6,1.9
114,盔林,2019-02-09,-3.0,4.0,2.3
114,盔林,2019-02-10,-3.4,7.3,2.5
114,盔林,2019-02-11,-1.9,1.0,0.6
114,盔林,2019-02-12,-1.1,4.5,1.9
114,盔林,2019-02-13,-1.1,3.1,1.1
114,盔林,2019-02-14,-0.2,6.0,1.4
114,盔林,2019-02-15,0.6,10.0,9.4
114,盔林,2019-02-16,-1.1,4.1,3.4
114,盔林,2019-02-17,-1.2,0.0,0.0
114,盔林,2019-02-18,0.8,7.8,2.8
114,盔林,2019-02-19,1.6,8.0,6.1
114,盔林,2019-02-20,2.1,6.9,6.4
114,盔林,2019-02-21,1.2,3.0,
114,盔林,2019-02-22,2.6,5.6,0.8
114,盔林,2019-02-23,5.0,3.1,0.0
114,盔林,2019-02-24,5.3,2.8,0.9
114,盔林,2019-02-25,5.1,3.3,1.5
114,盔林,2019-02-26,4.7,3.4,1.5
114,盔林,2019-02-27,7.6,8.9,6.3
114,盔林,2019-02-28,6.3,4.3,0.0
114,盔林,2019-03-01,5.7,0.9,0.0
114,盔林,2019-03-02,6.5,5.4,2.0
114,盔林,2019-03-03,7.9,5.3,3.1
114,盔林,2019-03-04,9.2,3.3,0.9
114,盔林,2019-03-05,8.0,7.6,0.0
114,盔林,2019-03-06,7.8,5.6,1.1
114,盔林,2019-03-07,6.8,3.8,1.6
114,盔林,2019-03-08,6.3,0.0,0.0
114,盔林,2019-03-09,6.3,4.6,2.9
114,盔林,2019-03-10,8.5,8.5,4.4
114,盔林,2019-03-11,6.2,5.3,1.1
114,盔林,2019-03-12,4.6,5.1,4.1
114,盔林,2019-03-13,3.1,1.5,0.5
114,盔林,2019-03-14,4.4,4.0,2.6
114,盔林,2019-03-15,5.4,5.1,2.0
114,盔林,2019-03-16,4.7,7.0,6.4
114,盔林,2019-03-17,5.7,1.9,0.8
114,盔林,2019-03-18,6.6,6.5,2.3
114,盔林,2019-03-19,9.7,1.2,
114,盔林,2019-03-20,10.4,9.6,3.0
114,盔林,2019-03-21,8.4,8.5,7.0
114,盔林,2019-03-22,4.5,4.0,2.8
114,盔林,2019-03-23,2.8,3.0,2.1
114,盔林,2019-03-24,4.2,0.0,0.0
114,盔林,2019-03-25,6.7,6.9,3.0
114,盔林,2019-03-26,9.6,2.4,2.0
114,盔林,2019-03-27,11.9,7.5,3.3
114,盔林,2019-03-28,11.4,7.6,3.0
114,盔林,2019-03-29,11.1,6.1,4.6
114,盔林,2019-03-30,5.0,9.4,7.4
114,盔林,2019-03-31,3.9,5.5,5.1
114,盔林,2019-04-01,4.9,2.5,1.1
114,盔林,2019-04-02,6.0,2.5,1.5
114,盔林,2019-04-03,7.0,0.0,0.0
114,盔林,2019-04-04,9.1,0.0,0.0
114,盔林,2019-04-05,11.1,4.3,2.8
114,盔林,2019-04-06,8.9,6.3,3.5
114,盔林,2019-04-07,12.2,5.4,1.6
114,盔林,2019-04-08,12.3,4.6,0.6
114,盔林,2019-04-09,9.3,8.0,3.9
114,盔林,2019-04-10,7.4,7.4,5.5
114,盔林,2019-04-11,8.7,8.6,7.5
114,盔林,2019-04-12,11.3,4.8,1.5
114,盔林,2019-04-13,11.5,4.6,1.5
114,盔林,2019-04-14,8.8,6.9,5.0
114,盔林,2019-04-15,10.2,0.0,0.0
114,盔林,2019-04-16,13.6,4.9,1.5
114,盔林,2019-04-17,15.7,1.4,0.0
114,盔林,2019-04-18,14.3,7.6,4.6
114,盔林,2019-04-19,12.6,6.9,4.4
114,盔林,2019-04-20,14.2,3.6,1.5
114,盔林,2019-04-21,16.4,8.0,3.6
114,盔林,2019-04-22,19.7,1.8,0.0
114,盔林,2019-04-23,20.3,8.0,1.5
114,盔林,2019-04-24,19.1,7.3,3.5
114,盔林,2019-04-25,13.4,7.0,6.0
114,盔林,2019-04-26,9.2,8.0,6.4
114,盔林,2019-04-27,11.2,4.5,2.4
114,盔林,2019-04-28,12.0,9.3,6.0
114,盔林,2019-04-29,11.8,7.9,4.1
114,盔林,2019-04-30,15.7,4.6,1.9
114,盔林,2019-05-01,16.0,2.6,0.1
114,盔林,2019-05-02,16.6,0.3,0.0
114,盔林,2019-05-03,17.8,0.5,0.0
114,盔林,2019-05-04,18.7,3.5,0.1
114,盔林,2019-05-05,19.2,4.9,0.9
114,盔林,2019-05-06,15.0,3.8,3.3
114,盔林,2019-05-07,14.3,0.6,0.0
114,盔林,2019-05-08,15.9,5.4,2.3
114,盔林,2019-05-09,16.9,3.6,1.0
114,盔林,2019-05-10,18.5,3.0,0.0
114,盔林,2019-05-11,20.7,3.0,1.1
114,盔林,2019-05-12,21.0,3.6,0.0
114,盔林,2019-05-13,19.1,8.9,1.5
114,盔林,2019-05-14,19.7,2.6,0.6
114,盔林,2019-05-15,20.0,5.3,0.3
114,盔林,2019-05-16,22.2,3.6,0.5
114,盔林,2019-05-17,22.7,7.8,2.6
114,盔林,2019-05-18,20.9,8.0,4.1
114,盔林,2019-05-19,20.6,8.0,
114,盔林,2019-05-20,16.7,9.0,
114,盔林,2019-05-21,17.1,0.0,
114,盔林,2019-05-22,19.5,0.3,0.0
114,盔林,2019-05-23,20.4,0.0,0.0
114,盔林,2019-05-24,23.8,0.1,0.0
114,盔林,2019-05-25,23.4,7.1,0.9
114,盔林,2019-05-26,24.2,5.6,1.9
114,盔林,2019-05-27,18.5,9.8,
114,盔林,2019-05-28,17.6,1.6,
114,盔林,2019-05-29,19.3,0.1,0.0
114,盔林,2019-05-30,19.8,7.0,1.0
114,盔林,2019-05-31,19.7,4.0,2.1
114,盔林,2019-06-01,18.5,6.1,2.4
114,盔林,2019-06-02,21.7,1.6,1.6
114,盔林,2019-06-03,22.7,1.3,0.0
114,盔林,2019-06-04,24.1,1.1,0.0
114,盔林,2019-06-05,24.1,2.4,1.3
114,盔林,2019-06-06,21.9,9.1,2.1
114,盔林,2019-06-07,19.3,8.4,6.9
114,盔林,2019-06-08,21.4,6.5,2.9
114,盔林,2019-06-09,21.2,7.3,2.0
114,盔林,2019-06-10,18.1,8.3,5.0
114,盔林,2019-06-11,19.7,5.4,4.3
114,盔林,2019-06-12,21.1,1.5,0.9
114,盔林,2019-06-13,23.1,2.6,0.0
114,盔林,2019-06-14,22.1,8.3,1.3
114,盔林,2019-06-15,21.1,5.0,1.0
114,盔林,2019-06-16,20.7,4.9,1.5
114,盔林,2019-06-17,22.1,4.8,2.4
114,盔林,2019-06-18,20.4,9.1,3.9
114,盔林,2019-06-19,21.4,7.4,4.6
114,盔林,2019-06-20,23.0,7.4,3.5
114,盔林,2019-06-21,22.3,6.8,4.5
114,盔林,2019-06-22,22.7,3.9,2.5
114,盔林,2019-06-23,22.3,2.5,0.8
114,盔林,2019-06-24,24.3,2.5,1.1
114,盔林,2019-06-25,25.2,0.8,0.1
114,盔林,2019-06-26,23.4,8.5,3.0
114,盔林,2019-06-27,24.5,6.8,3.8
114,盔林,2019-06-28,25.5,7.6,2.5
114,盔林,2019-06-29,22.2,8.0,2.8
114,盔林,2019-06-30,23.7,6.8,2.8
114,盔林,2019-07-01,23.4,6.0,2.4
114,盔林,2019-07-02,23.8,3.1,1.6
114,盔林,2019-07-03,24.3,4.6,1.0
114,盔林,2019-07-04,25.7,2.9,0.1
114,盔林,2019-07-05,27.4,4.0,0.8
114,盔林,2019-07-06,27.2,0.9,0.0
114,盔林,2019-07-07,24.4,6.5,3.4
114,盔林,2019-07-08,22.4,7.3,3.1
114,盔林,2019-07-09,22.8,3.9,2.3
114,盔林,2019-07-10,21.4,8.9,3.3
114,盔林,2019-07-11,22.3,5.8,5.1
114,盔林,2019-07-12,22.9,7.8,5.9
114,盔林,2019-07-13,23.9,6.6,1.6
114,盔林,2019-07-14,24.2,5.1,2.6
114,盔林,2019-07-15,22.4,8.6,4.8
114,盔林,2019-07-16,23.8,7.3,3.9
114,盔林,2019-07-17,25.3,8.8,4.0
114,盔林,2019-07-18,26.1,7.0,2.9
114,盔林,2019-07-19,26.9,7.1,3.8
114,盔林,2019-07-20,26.7,9.9,6.9
114,盔林,2019-07-21,24.4,8.5,8.4
114,盔林,2019-07-22,26.2,7.6,3.8
114,盔林,2019-07-23,28.0,7.6,3.0
114,盔林,2019-07-24,26.7,9.0,7.6
114,盔林,2019-07-25,26.2,9.0,5.9
114,盔林,2019-07-26,25.5,9.0,7.4
114,盔林,2019-07-27,27.9,7.1,4.6
114,盔林,2019-07-28,26.0,10.0,6.9
114,盔林,2019-07-29,27.5,7.8,5.3
114,盔林,2019-07-30,28.5,6.4,5.1
114,盔林,2019-07-31,26.8,7.6,5.4
114,盔林,2019-08-01,27.5,7.9,5.0
114,盔林,2019-08-02,28.5,3.4,1.9
114,盔林,2019-08-03,28.9,6.9,1.3
114,盔林,2019-08-04,29.0,5.0,1.3
114,盔林,2019-08-05,29.3,5.3,2.0
114,盔林,2019-08-06,28.4,8.0,1.9
114,盔林,2019-08-07,25.5,7.0,5.0
114,盔林,2019-08-08,27.0,6.8,3.8
114,盔林,2019-08-09,27.8,4.4,2.5
114,盔林,2019-08-10,29.7,5.0,0.1
114,盔林,2019-08-11,30.1,6.0,1.3
114,盔林,2019-08-12,29.1,8.8,3.6
114,盔林,2019-08-13,29.9,5.0,1.8
114,盔林,2019-08-14,29.0,5.0,2.6
114,盔林,2019-08-15,25.0,8.6,4.8
114,盔林,2019-08-16,24.9,7.0,4.3
114,盔林,2019-08-17,24.9,6.1,3.0
114,盔林,2019-08-18,23.6,4.0,0.4
114,盔林,2019-08-19,25.0,4.4,1.0
114,盔林,2019-08-20,26.1,3.1,1.3
114,盔林,2019-08-21,26.1,7.4,1.5
114,盔林,2019-08-22,26.3,6.3,3.6
114,盔林,2019-08-23,24.9,6.3,3.6
114,盔林,2019-08-24,22.0,7.1,2.9
114,盔林,2019-08-25,23.1,3.9,0.9
114,盔林,2019-08-26,24.7,4.6,1.4
114,盔林,2019-08-27,23.4,8.1,3.0
114,盔林,2019-08-28,24.2,7.3,5.1
114,盔林,2019-08-29,22.0,7.3,2.1
114,盔林,2019-08-30,22.3,6.1,2.0
114,盔林,2019-08-31,22.7,5.8,2.1
114,盔林,2019-09-01,22.2,7.4,3.6
114,盔林,2019-09-02,23.2,7.3,1.4
114,盔林,2019-09-03,21.4,10.0,5.4
114,盔林,2019-09-04,23.3,9.9,7.6
114,盔林,2019-09-05,24.0,8.9,5.0
114,盔林,2019-09-06,25.7,9.6,2.8
114,盔林,2019-09-07,27.3,7.9,4.8
114,盔林,2019-09-08,24.8,9.3,5.0
114,盔林,2019-09-09,23.5,8.6,3.6
114,盔林,2019-09-10,25.4,8.6,5.1
114,盔林,2019-09-11,23.2,8.3,5.8
114,盔林,2019-09-12,20.7,9.3,4.1
114,盔林,2019-09-13,21.5,2.6,0.1
114,盔林,2019-09-14,21.3,9.4,6.5
114,盔林,2019-09-15,23.2,6.8,5.1
114,盔林,2019-09-16,22.5,5.0,1.0
114,盔林,2019-09-17,20.9,5.5,2.8
114,盔林,2019-09-18,21.1,0.9,0.3
114,盔林,2019-09-19,18.8,4.6,1.0
114,盔林,2019-09-20,19.3,9.6,6.8
114,盔林,2019-09-21,17.0,10.0,3.0
114,盔林,2019-09-22,16.9,10.0,
114,盔林,2019-09-23,17.2,6.3,5.8
114,盔林,2019-09-24,16.8,3.1,2.0
114,盔林,2019-09-25,18.2,7.5,2.5
114,盔林,2019-09-26,19.9,7.8,2.0
114,盔林,2019-09-27,19.8,8.5,4.8
114,盔林,2019-09-28,21.8,4.6,1.4
114,盔林,2019-09-29,20.5,2.1,1.6
114,盔林,2019-09-30,20.3,3.6,1.5
114,盔林,2019-10-01,21.8,7.3,2.0
114,盔林,2019-10-02,20.9,10.0,4.4
114,盔林,2019-10-03,20.7,6.0,3.9
114,盔林,2019-10-04,20.6,5.8,3.9
114,盔林,2019-10-05,18.2,8.8,6.6
114,盔林,2019-10-06,16.8,5.8,3.3
114,盔林,2019-10-07,14.8,7.9,5.3
114,盔林,2019-10-08,14.5,3.1,1.5
114,盔林,2019-10-09,11.6,1.6,0.0
114,盔林,2019-10-10,12.5,8.0,4.9
114,盔林,2019-10-11,16.6,3.7,2.3
114,盔林,2019-10-12,17.6,5.8,3.8
114,盔林,2019-10-13,15.3,4.6,1.6
114,盔林,2019-10-14,14.2,5.3,1.6
114,盔林,2019-10-15,13.7,4.8,1.9
114,盔林,2019-10-16,13.0,5.6,1.5
114,盔林,2019-10-17,13.2,7.8,4.9
114,盔林,2019-10-18,14.3,6.9,1.5
114,盔林,2019-10-19,14.8,1.4,0.6
114,盔林,2019-10-20,13.9,1.1,0.0
114,盔林,2019-10-21,14.7,4.3,0.0
114,盔林,2019-10-22,15.4,4.5,2.0
114,盔林,2019-10-23,15.2,9.1,1.4
114,盔林,2019-10-24,17.4,7.3,4.6
114,盔林,2019-10-25,16.1,6.6,2.8
114,盔林,2019-10-26,11.1,5.6,1.5
114,盔林,2019-10-27,8.5,2.5,1.3
114,盔林,2019-10-28,10.9,5.6,1.8
114,盔林,2019-10-29,12.2,2.1,0.3
114,盔林,2019-10-30,8.9,2.1,1.1
114,盔林,2019-10-31,12.2,8.5,4.4
114,盔林,2019-11-01,13.7,4.6,2.0
114,盔林,2019-11-02,12.8,7.4,0.6
114,盔林,2019-11-03,13.2,5.8,1.0
114,盔林,2019-11-04,11.4,2.3,0.9
114,盔林,2019-11-05,9.9,1.5,1.0
114,盔林,2019-11-06,9.9,7.6,1.6
114,盔林,2019-11-07,9.2,2.3,0.8
114,盔林,2019-11-08,5.8,0.0,0.0
114,盔林,2019-11-09,6.8,0.0,0.0
114,盔林,2019-11-10,8.2,7.3,3.1
114,盔林,2019-11-11,10.4,6.0,3.3
114,盔林,2019-11-12,7.1,6.3,2.6
114,盔林,2019-11-13,6.5,8.3,4.5
114,盔林,2019-11-14,1.9,0.0,0.0
114,盔林,2019-11-15,3.1,8.0,5.5
114,盔林,2019-11-16,7.9,2.5,2.3
114,盔林,2019-11-17,8.7,9.9,7.9
114,盔林,2019-11-18,6.6,6.5,3.4
114,盔林,2019-11-19,1.7,0.0,0.0
114,盔林,2019-11-20,0.7,0.0,0.0
114,盔林,2019-11-21,3.2,4.4,1.0
114,盔林,2019-11-22,7.0,2.3,0.3
114,盔林,2019-11-23,8.4,5.9,1.5
114,盔林,2019-11-24,11.1,6.5,3.8
114,盔林,2019-11-25,4.8,7.1,4.3
114,盔林,2019-11-26,6.8,2.4,1.3
114,盔林,2019-11-27,5.6,7.0,2.6
114,盔林,2019-11-28,4.5,4.5,2.3
114,盔林,2019-11-29,2.2,2.5,1.4
114,盔林,2019-11-30,4.2,5.6,1.5
114,盔林,2019-12-01,4.6,,
114,盔林,2019-12-02,1.8,1.4,0.8
114,盔林,2019-12-03,-0.6,4.3,3.4
114,盔林,2019-12-04,2.6,4.6,2.3
114,盔林,2019-12-05,-1.8,0.0,0.0
114,盔林,2019-12-06,-5.5,0.0,0.0
114,盔林,2019-12-07,-3.4,7.6,5.3
114,盔林,2019-12-08,-2.0,3.5,0.6
114,盔林,2019-12-09,0.7,6.8,3.8
114,盔林,2019-12-10,5.2,6.9,1.0
114,盔林,2019-12-11,5.5,5.3,2.5
114,盔林,2019-12-12,0.0,0.0,0.0
114,盔林,2019-12-13,0.6,2.4,1.9
114,盔林,2019-12-14,2.1,7.9,3.5
114,盔林,2019-12-15,3.1,4.3,0.3
114,盔林,2019-12-16,5.1,4.4,2.5
114,盔林,2019-12-17,6.9,9.6,7.0
114,盔林,2019-12-18,3.1,7.1,5.6
114,盔林,2019-12-19,0.5,3.0,2.0
114,盔林,2019-12-20,-0.2,2.9,1.5
114,盔林,2019-12-21,-1.4,6.9,2.8
114,盔林,2019-12-22,2.7,5.9,3.9
114,盔林,2019-12-23,2.9,5.8,3.5
114,盔林,2019-12-24,0.0,3.8,2.3
114,盔林,2019-12-25,0.2,5.9,4.1
114,盔林,2019-12-26,0.8,7.6,6.5
114,盔林,2019-12-27,-2.2,0.1,0.0
114,盔林,2019-12-28,-1.6,1.6,1.1
114,盔林,2019-12-29,1.4,9.3,3.0
114,盔林,2019-12-30,3.1,8.4,5.6
114,盔林,2019-12-31,-6.0,1.3,0.9
114,盔林,2020-01-01,-3.1,6.8,6.8
114,盔林,2020-01-02,0.7,8.3,6.9
114,盔林,2020-01-03,0.0,1.0,
114,盔林,2020-01-04,-0.9,0.5,0.0
114,盔林,2020-01-05,-0.7,3.4,0.8
114,盔林,2020-01-06,1.5,9.1,6.5
114,盔林,2020-01-07,6.6,10.0,
114,盔林,2020-01-08,4.2,7.5,7.5
114,盔林,2020-01-09,0.5,3.3,2.4
114,盔林,2020-01-10,-0.5,3.9,0.3
114,盔林,2020-01-11,-0.4,3.9,1.6
114,盔林,2020-01-12,0.2,4.8,1.0
114,盔林,2020-01-13,-1.2,2.6,2.0
114,盔林,2020-01-14,-2.4,1.1,0.4
114,盔林,2020-01-15,-2.8,0.0,0.0
114,盔林,2020-01-16,-2.6,6.5,2.8
114,盔林,2020-01-17,-1.4,4.3,1.5
114,盔林,2020-01-18,-0.1,3.8,2.0
114,盔林,2020-01-19,-0.1,7.0,4.3
114,盔林,2020-01-20,1.1,2.9,1.5
114,盔林,2020-01-21,-0.9,2.1,1.5
114,盔林,2020-01-22,1.3,9.4,7.8
114,盔林,2020-01-23,3.7,4.8,2.1
114,盔林,2020-01-24,2.5,4.6,0.1
114,盔林,2020-01-25,3.2,7.6,1.1
114,盔林,2020-01-26,4.9,7.8,1.5
114,盔林,2020-01-27,5.9,9.9,7.0
114,盔林,2020-01-28,6.2,6.4,3.4
114,盔林,2020-01-29,4.5,6.5,3.6
114,盔林,2020-01-30,4.4,7.6,5.1
114,盔林,2020-01-31,3.8,6.4,3.8
114,盔林,2020-02-01,2.1,4.0,3.0
114,盔林,2020-02-02,2.1,5.6,2.9
114,盔林,2020-02-03,1.2,1.5,0.8
114,盔林,2020-02-04,-0.5,3.6,2.9
114,盔林,2020-02-05,-5.7,0.0,0.0
114,盔林,2020-02-06,-5.4,0.0,0.0
114,盔林,2020-02-07,-2.0,4.3,3.9
114,盔林,2020-02-08,0.8,2.6,1.4
114,盔林,2020-02-09,-0.6,0.0,0.0
114,盔林,2020-02-10,3.3,2.5,0.8
114,盔林,2020-02-11,5.1,2.9,2.3
114,盔林,2020-02-12,5.9,7.6,6.6
114,盔林,2020-02-13,7.7,4.3,2.1
114,盔林,2020-02-14,5.8,5.3,4.5
114,盔林,2020-02-15,9.3,6.5,4.3
114,盔林,2020-02-16,0.8,8.9,7.9
114,盔林,2020-02-17,-4.5,9.3,6.6
114,盔林,2020-02-18,-3.4,1.1,0.8
114,盔林,2020-02-19,0.3,4.9,1.4
114,盔林,2020-02-20,3.7,1.1,0.3
114,盔林,2020-02-21,5.6,7.4,1.6
114,盔林,2020-02-22,5.2,6.4,4.5
114,盔林,2020-02-23,2.4,0.3,0.0
114,盔林,2020-02-24,6.0,5.8,2.8
114,盔林,2020-02-25,6.1,8.5,6.3
114,盔林,2020-02-26,6.0,5.5,4.0
114,盔林,2020-02-27,6.2,4.4,2.9
114,盔林,2020-02-28,3.6,7.3,5.9
114,盔林,2020-02-29,6.7,4.0,2.6
114,盔林,2020-03-01,5.8,7.0,7.0
114,盔林,2020-03-02,4.7,4.9,3.3
114,盔林,2020-03-03,6.1,6.3,3.9
114,盔林,2020-03-04,3.5,8.1,4.3
114,盔林,2020-03-05,2.2,1.1,0.9
114,盔林,2020-03-06,3.5,2.6,1.0
114,盔林,2020-03-07,5.9,6.8,2.8
114,盔林,2020-03-08,8.0,1.0,0.6
114,盔林,2020-03-09,10.3,7.0,1.0
114,盔林,2020-03-10,7.9,7.9,6.4
114,盔林,2020-03-11,4.4,0.3,0.0
114,盔林,2020-03-12,6.7,0.5,0.5
114,盔林,2020-03-13,7.0,5.5,3.0
114,盔林,2020-03-14,4.3,3.4,2.5
114,盔林,2020-03-15,4.8,5.1,2.0
114,盔林,2020-03-16,4.1,0.0,0.0
114,盔林,2020-03-17,3.9,8.0,6.0
114,盔林,2020-03-18,7.4,3.1,3.1
114,盔林,2020-03-19,7.9,5.1,2.8
114,盔林,2020-03-20,8.6,0.1,0.0
114,盔林,2020-03-21,12.2,5.8,3.9
114,盔林,2020-03-22,12.8,1.9,0.6
114,盔林,2020-03-23,10.2,0.0,0.0
114,盔林,2020-03-24,10.7,0.0,0.0
114,盔林,2020-03-25,12.4,3.0,0.0
114,盔林,2020-03-26,14.4,6.5,3.5
114,盔林,2020-03-27,12.2,6.8,6.4
114,盔林,2020-03-28,7.7,6.4,1.9
114,盔林,2020-03-29,8.9,3.5,1.8
114,盔林,2020-03-30,10.5,0.6,0.0
114,盔林,2020-03-31,11.9,4.5,1.1
114,盔林,2020-04-01,10.9,6.8,2.4
114,盔林,2020-04-02,8.6,2.3,0.9
114,盔林,2020-04-03,9.8,0.0,0.0
114,盔林,2020-04-04,9.4,2.6,0.8
114,盔林,2020-04-05,7.3,0.0,0.0
114,盔林,2020-04-06,9.3,2.8,1.1
114,盔林,2020-04-07,11.0,2.8,0.0
114,盔林,2020-04-08,9.6,0.0,0.0
114,盔林,2020-04-09,9.1,1.6,0.0
114,盔林,2020-04-10,11.1,6.5,2.1
114,盔林,2020-04-11,10.4,4.6,0.5
114,盔林,2020-04-12,8.4,4.0,1.5
114,盔林,2020-04-13,10.0,3.9,0.5
114,盔林,2020-04-14,12.4,1.4,0.0
114,盔林,2020-04-15,13.9,5.6,0.0
114,盔林,2020-04-16,15.9,3.0,0.8
114,盔林,2020-04-17,12.1,7.1,4.4
114,盔林,2020-04-18,12.5,4.0,2.0
114,盔林,2020-04-19,11.3,9.3,2.1
114,盔林,2020-04-20,10.2,5.6,3.6
114,盔林,2020-04-21,7.8,5.4,2.1
114,盔林,2020-04-22,6.5,6.0,2.6
114,盔林,2020-04-23,8.2,3.9,1.3
114,盔林,2020-04-24,10.0,0.8,0.3
114,盔林,2020-04-25,14.3,2.0,0.0
114,盔林,2020-04-26,12.1,4.4,1.1
114,盔林,2020-04-27,11.5,4.8,1.1
114,盔林,2020-04-28,13.3,0.3,0.0
114,盔林,2020-04-29,15.0,0.0,0.0
114,盔林,2020-04-30,16.7,1.5,0.3
114,盔林,2020-05-01,21.7,3.5,3.1
114,盔林,2020-05-02,20.5,8.9,5.4
114,盔林,2020-05-03,19.4,7.3,3.5
114,盔林,2020-05-04,21.1,5.1,3.1
114,盔林,2020-05-05,16.7,7.8,2.0
114,盔林,2020-05-06,18.8,2.6,2.4
114,盔林,2020-05-07,19.7,5.8,1.5
114,盔林,2020-05-08,19.8,7.1,3.5
114,盔林,2020-05-09,15.4,8.6,6.9
114,盔林,2020-05-10,14.7,9.3,8.9
114,盔林,2020-05-11,18.0,7.6,5.3
114,盔林,2020-05-12,15.4,6.6,4.0
114,盔林,2020-05-13,15.7,0.6,0.0
114,盔林,2020-05-14,18.5,8.0,1.5
114,盔林,2020-05-15,15.9,8.8,5.9
114,盔林,2020-05-16,18.1,7.6,5.0
114,盔林,2020-05-17,21.1,3.1,2.0
114,盔林,2020-05-18,19.8,8.1,2.5
114,盔林,2020-05-19,12.4,7.4,3.3
114,盔林,2020-05-20,12.1,7.3,5.8
114,盔林,2020-05-21,16.0,4.3,1.6
114,盔林,2020-05-22,18.4,8.0,2.9
114,盔林,2020-05-23,20.2,6.1,2.3
114,盔林,2020-05-24,19.2,7.1,4.3
114,盔林,2020-05-25,16.6,7.8,3.6
114,盔林,2020-05-26,18.2,8.0,4.1
114,盔林,2020-05-27,18.3,2.5,0.5
114,盔林,2020-05-28,18.2,5.3,2.1
